"date","year","doy","zona","LAI","P30","P60","T2m_C","GDA","SM_sup","SM_root","Rad7","Rad30","LAI_max_zy","LAI_norm","LAI_hayedo","LAI_hayedo_norm","LAI_hayedo_anom","GDA2","LAI_norm_clim_A","LAI_norm_res_A","LAI_clim_A","LAI_res_A"
2025-05-29,2025,148,"pasto_cercano",3.35681868469194,129.313006305361,NA,19.4213221991837,393.558576235183,0.31439423711045,0.33004042037628,25.1897594519317,603.27475,3.6528338492285,0.918962871908592,4.86565298967416,1,0.0770801517682959,154888.352928264,NA,NA,NA,NA
2025-06-18,2025,168,"pasto_cercano",3.6528338492285,83.2414401353313,253.763110826557,21.3345577695835,644.269452999925,0.323246835912548,0.336091566385713,23.0100476621743,643.104744849057,3.6528338492285,1,4.69893971995043,0.965736711993739,-0.0167030298445285,415083.128068822,0.910923794968638,0.0890762050313619,3.32745327232912,0.325380576899377
2025-06-21,2025,171,"pasto_cercano",3.60816868711644,81.2408983030927,230.694002175389,22.3657434075634,699.439565816917,0.29716521089182,0.310305154548501,25.2861784564241,664.277698477987,3.6528338492285,0.987772462708235,4.73453404849618,0.973052138848323,-0.00802260586778092,489215.706230158,0.906786983249364,0.0809854794588715,3.31234218645307,0.295826500663364
2025-06-28,2025,178,"pasto_cercano",3.37054624495345,89.491152788319,218.80415909368,21.8803398388237,808.266629604126,0.279748448785746,0.2852780968888,24.3851447906559,658.645395849057,3.6528338492285,0.92272092957782,4.59928335905524,0.945255111454885,-0.0246335524209305,653294.944531613,0.912493964566631,0.0102269650111888,3.3331888409857,0.037357403967746
2025-07-01,2025,181,"pasto_cercano",2.95028485987365,76.4854487995271,211.248008133766,23.7382351601399,866.139001984668,0.242521551919933,0.261047383274422,27.2705210799641,682.373649698113,3.6528338492285,0.807670149162896,4.59016162932078,0.943380392942525,-0.0188386628851372,750196.770758997,0.926385019234059,-0.118714870071163,3.38393055567636,-0.433645695802707
2025-07-16,2025,196,"pasto_cercano",2.3639475055224,47.319245215911,143.969615064596,19.9013947164988,1070.83151130197,0.293161482181189,0.284459343496359,20.1432411293801,712.625148974843,3.6528338492285,0.64715440206011,4.21905446464983,0.867109609666671,-0.0405360447628703,1146680.12559725,0.779987375605508,-0.132832973545398,2.8491642875827,-0.485216782060303
2025-08-07,2025,218,"pasto_cercano",1.65288610434032,59.9405470375986,103.128254311113,22.059755191763,1342.56480366849,0.224868874379924,0.242429696788828,23.4775903755615,611.194576044025,3.6528338492285,0.452494192882443,3.92219860230148,0.806099121870205,-0.010826764780215,1802480.25204941,0.696140874806629,-0.243646681924186,2.54288695132519,-0.890000846984875
2025-08-10,2025,221,"pasto_cercano",1.55167047691299,48.695298498886,98.8877422692881,24.6442541310373,1395.10710349813,0.199484731166368,0.224841056879711,24.6319609209344,606.689323886792,3.6528338492285,0.424785397025576,3.9706307029659,0.816052996667114,0.01030280742755,1946323.83023094,0.658149564567229,-0.233364167541652,2.40411100730617,-0.852440530393178
2025-08-15,2025,226,"pasto_cercano",1.24349051248442,36.2733038274502,83.5925490433611,28.343155289496,1499.20760880716,0.179029992541427,0.205633170949588,22.942228245283,626.671550339623,3.6528338492285,0.340418032631583,3.64918809496062,0.749989385331196,-0.0379846491688687,2247623.4543053,0.575417691132743,-0.23499965850116,2.10190521961459,-0.858414707130176
2025-08-25,2025,236,"pasto_cercano",1.04316605086562,56.9064175976831,115.06619769449,22.6893734746009,1642.65594475465,0.287351818204676,0.285291994142832,16.6644502273136,607.766174981132,3.6528338492285,0.285577196752582,3.28216624163574,0.674558224476987,-0.0801302913565868,2698318.55283778,0.57368285134081,-0.288105654588228,2.09556813809963,-1.05240208723401
